[FILL] a/the	HYPONYM	[FILL] is a kind of	SCOPE1	HYPERNYM	[FILL] for	FOR/PURPOSE	BY/THROUGH/HOW	SCOPE2	QUANTITY/RANGE	[SKIP] COMMENTS	[SKIP] DEP	[SKIP] UID	
	seaweed	is a kind of		plant						#1300		5e64-f4ff-d256-f740	
	seconds	are a kind of		unit	for	measuring time						4f6c-7f8c-b9d5-f3cb	
	sediment	is a kind of		matter								ccdf-7e78-c469-dc95	
	sedimentary rock	is a kind of		rock								68cb-62b0-32a3-30e2	
a	seed	is a kind of		food	for	birds				#1253		2e77-d6d7-8255-82e3	
a	seed	is a kind of	young	plant						#257		2c17-469f-2296-dbee	
	seed dispersal	is a kind of		method of sexual reproduction						#2608 		c622-c235-6b65-181f	
a	seedling	is a kind of	young	plant						#3300		0ce1-6d50-d5df-3d0e	
a	seismograph	is a kind of		tool	for	measuring the size of an earthquake				#1674		0ad1-f529-32a2-a01d	
a	sense	is a kind of		ability						#1040		d643-d0c5-6eb7-cf62	
	sense	is a kind of		characteristic				of an animal		#405		f6fb-5aa7-3464-c565	
	setting	is a kind of		motion						# Q 15		0da9-2984-f126-bcad	
	settling	is a kind of		action						#3296		e15b-7e45-61ed-3b2f	
	sexual reproduction	is a kind of		reproduction						# Q 2238		469b-a193-6635-90ba	
	shaking	is a kind of		motion								be5f-56dc-4b83-3d4a	
	shale	is a kind of		sedimentary rock						# Q 76		77dc-05da-a205-2af9	
	shape	is a kind of		characteristic								409a-a89f-e238-2bac	
	shape	is a kind of		property							Moved to Properties-Generic	b6c4-b023-d265-5810	
	shape	is a kind of	physical	property						#488		095a-404f-6149-222c	
a	shark	is a kind of		fish						#366		737d-9e1b-683f-862c	
a	sheep	is a kind of		animal						# Q 2423		530b-f224-7544-d1eb	
a	sheet of paper	is a kind of		object								5029-9d16-9c77-acf3	
a	sheet of sandpaper	is a kind of		object								7ab6-d0b1-eac4-a2a9	
a	shell	is a kind of		fossil						#528		b1d2-660c-6f63-cfd8	
	shelter	is a kind of	protective	covering								07ae-5b5d-6e83-d86a	
	shelter	is a kind of		place;building;structure	for	protection						e98a-5e1d-e825-0c47	
a	shirt	is a kind of		article of clothing						#716		9eef-20c5-1709-cdf3	
	shivering	is a kind of		shaking								ef35-06f3-5e2e-e454	
a	shout	is a kind of		sound						#1211		8cef-917a-e2d3-335e	
a	shrub	is a kind of		plant						#2376		ea39-7f33-70ff-69ca	
the	sidewalk	is a kind of		object						#291		ce7e-f24a-8088-35e6	
the	Sierra Nevada	is a kind of	mountain	range						#2958		9308-078a-9edb-d453	
a	sifter	is a kind of		tool	for	separating mixtures				#1403		bb8f-9e8f-0b8b-d4c1	
	sight	is a kind of		sense						#175		39ca-a831-8d1a-babd	
	silver	is a kind of		metal						#2001		5179-3c12-fa5f-2f13	
	silver nitrate	is a kind of		molecule						#2894		c712-f6da-9c52-02ab	
a	simple machine	is a kind of		tool						#2111		7cee-45d4-aa3a-ca19	
a	single-celled organism	is a kind of		living thing								429b-b860-9460-60c7	
a	single-celled organism	is a kind of		organism						#2313		cd5c-0aee-3fd4-670f	
	sinking	is a kind of	downward	direction								dc32-dc44-96ac-eb1b	
	size	is a kind of		property							Moved to Properties-Generic	0ae8-a7a7-bfa3-b412	
the	skeletal system	is a kind of	body	system						#1307		3e34-7133-f645-504b	
	skidding	is a kind of		motion								ff12-30f0-2d0c-0da9	
	skill	is a kind of	learned	characteristic							Moved to Prop-InheritedLearned	63ec-5f87-c5f3-ba23	
	skin	is a kind of		material						# Q 1566		de67-5c47-a55a-04a0	
	skin	is a kind of		organ						# Q 1565		9c97-5684-21f1-8494	
a	skunk	is a kind of		animal						# Q 1113		0a95-0ed2-b881-a7ef	
	slab	is a kind of		foundation				in construction		#2831		e787-6787-a5e2-648d	
	slate	is a kind of								# Q 76		0fc7-bb62-bc30-e3fd	
a	sleeping bag	is a kind of		product						#1027		61cc-33fa-5056-7255	
	sleet	is a kind of		ice						#704		77f1-c14f-39cf-b4fd	
	sleet	is a kind of		precipitation								f704-bbf0-c1f5-b8ba	
a	slide	is a kind of		object						#1640		1901-4f2b-21f5-11b7	
	sliding	is a kind of		motion						#711		064c-b643-8110-0d09	
	sliding	is a kind of		movement						#256		a923-adcf-f552-5902	
	slipping	is a kind of		motion						#1382		c3ed-2a60-a3c3-a504	
the	small intestine	is a kind of		organ						# Q 2549		83a9-87e2-2bd1-de6a	
	smell	is a kind of		sense						#405		9ead-baf3-0465-3c2a	
	smooth	is a kind of		texture								be7f-0242-d76f-3be0	
a	snail	is a kind of		animal						# Q 1102		7c65-e5ab-1f92-0c39	
a	snake	is a kind of		animal						#337		6188-73e6-6db4-bfea	
	snow	is a kind of		ice						is this correct?		c2a0-5b9e-4796-94a2	
	snow	is a kind of		precipitation								8083-d6d0-9cba-da83	
a	snowshoe hare	is a kind of		animal								c82d-ab6a-a378-5db3	
	snowstorm	is a kind of		weather								bde3-2540-817a-ddf2	
	soda	is a kind of	carbonated	beverage						#1856		af1a-348d-eec7-2eb8	
	sodium	is a kind of		element						#Q 2228		0192-47c6-a615-1984	
	sodium bicarbonate	is a kind of		compound						#3049		da29-c8b5-65dd-233e	
	sodium chloride	is a kind of		molecule						#2894		ec7b-582e-6cdf-36f0	
	sodium chloride	is a kind of	chemical	compound						#3119		5efe-966e-a1a6-df5e	
	soft	is a kind of		hardness						# Q 74		0654-00a0-45fb-b306	
	soft	is a kind of		touch sensation								e4a3-6678-a530-3b3e	
a	softball	is a kind of		ball						# Q 1703		1325-3c4b-a5a6-1db8	
a	softball bat	is a kind of		lever						# Q 1703		dae9-e208-58cd-a9d8	
	soil	is a kind of		material						#566		45bb-9ef6-d3bd-e645	
	soil	is a kind of		nonliving thing						# Q 122		ea61-1f68-79b7-f09f	
	soil	is a kind of		renewable resource							Moved to PROP-RESOURCES-RENEWABLE	54c4-aa6c-13ff-945d	
	soil erosion	is a kind of	slow; natural	process						#417		11c8-fdbb-e0de-c7b7	
	solar energy	is a kind of		energy						# Q 146		4849-d977-c75a-e8fb	
	solar energy	is a kind of		heat energy						#1231		89b7-8583-941a-df9d	
	solar energy	is a kind of		light								4399-9824-93cb-c8e7	
	solar energy	is a kind of		renewable resource							Moved to PROP-RESOURCES-RENEWABLE	e8e9-20d2-8931-d1f8	
	solar energy	is a kind of	inexhaustible	resource						#1892	Moved to PROP-RESOURCES-RENEWABLE	6bc4-b893-7cc3-c233	
a	solar flare	is a kind of	solar	event						#3398		2cc3-442e-2768-60ea	
a	solar prominence	is a kind of	solar	event						#3398		4e38-9754-3f6d-9768	
	solid	is a kind of		state of matter						#190		cf49-1b7a-89f0-41f5	
a	solution	is a kind of		mixture						# Q 2723	SW d2e9-11e9-5d56-acb0	4c81-b2de-2121-602a	
	something that happens	is a kind of		event						#1038		b8b1-9da5-1b1d-a2f7	
a	son	is a kind of	male	offspring						# Q 2459		1ea9-e1e1-1720-3e44	
	sound	is a kind of		energy								1980-256d-b685-846c	
	sound	is a kind of		sound energy						incorrect -- synonyms		7726-d9fd-f431-db04	
	sound	is a kind of	air	vibration						vibration "in the" air?		c73c-b25a-5409-a480	
	soup	is a kind of		food								330c-b2e7-f883-13e6	
	soup	is a kind of		liquid								3005-d180-4d74-cdb2	
	south; southward	is a kind of		direction								34c2-c483-57d1-543e	
	South America	is a kind of		continent						#2300		44b6-632c-626e-729b	
the	Southern Hemisphere	is a kind of		hemisphere				of Earth		# Q 2149		5082-d519-1343-5653	
	space	is a kind of		resource						#257		1238-9a25-7978-c11f	
	speaking	is a kind of		communication								de85-5c79-0f87-2066	
a	speck	is a kind of	solid	object						# Q 2451		af12-1028-0bc8-f1da	
	speckled	is a kind of	color	pattern						# Q 960		5c77-2dc4-7ebe-7cbe	
a	sperm cell	is a kind of 		sex cell						# Q 2431		80b5-a7a6-1624-fb3f	
	spices	are a kind of		material						# Q 121		cf70-3fdf-c124-a754	
a	spider	is a kind of		animal						# Q 1718		975a-1b34-37f3-7723	
a	spine	is a kind of		object						#1480		4760-f7f8-5130-db3c	
a	spoon	is a kind of		object								fb45-a64a-13f3-241c	
	spotted	is a kind of	color	pattern								ca03-f52b-b637-957b	
	spring	is a kind of		season								af84-b2e1-3d77-58f9	
	squeezing	is a kind of		action						#3152		e98a-9bf9-e071-23cb	
a	squirrel	is a kind of		animal								b5dc-c66c-4d4e-031d	
a	star	is a kind of		celestial object; celestial body								dbe8-e776-f804-99a0	
	starch	is a kind of 	complex	carbohydrate								e469-a11a-36a0-3e09	
	starch	is a kind of		food						#2324		74fe-0c0d-c8e6-b59c	
a	starling	is a kind of		bird						#1280		bef3-e1f3-4609-53c2	
a	state	is a kind of		place						#1454		034e-5eb5-eaf7-aab7	
	state of matter	is a kind of	physical	property						#754		7532-01eb-475e-acbd	
	state of matter at room temperature	is a kind of	physical	property						#1063		a648-4d74-dae9-2ef2	
a	statue	is a kind of		object						#264		e5d5-338d-263a-84af	
	steam	is a kind of		gas						# Q 1995		f2a5-90e6-9cfa-b646	
	steam;water vapor	is a kind of		water					above 100 degrees celsius			74d3-98e4-9bf5-7aa1	
	steel	is a kind of		metal								d49f-dde6-0083-0a5b	
	sterling silver	is a kind of		alloy								3379-66dc-280f-20e5	
	sterling silver	is a kind of		metal								1f26-9d60-19b5-05d1	
a	stick	is a kind of		object						#1351		0c4f-43da-c106-3620	
a	sticky tongue	is a kind of		adaptation	for	catching flying insects				#896		ed29-4e9b-989d-bae0	
the	stomach	is a kind of		organ						# Q 2549		6e76-34eb-601f-9783	
a	stopwatch	is a kind of		tool	for	measuring time				#1061		ba0a-4b3e-ff60-ec49	
	storing water	is a kind of		adaptation						#1014		c412-a85a-5de1-771a	
	storm	is a kind of		weather; weather event								182e-8760-e878-1751	
a	stout beardfish	is a kind of		fish						# Q 1180		2223-80a8-8d8c-0183	
a	stove	is a kind of		machine								0963-6254-d160-4097	
a	stove	is a kind of		machine							Dup. All uses replaced. 	2ce7-2ffc-30dc-2c08	
a	stream	is a kind of	moving	body of water								c71c-f0da-3930-67f0	
	strength	is a kind of		property								cd45-3b6d-c0bd-d377	
a	string	is a kind of		object						# Q 967		e348-689b-5fde-b228	
a	strip	is a kind of		object						# Q 909		3cb8-96f0-34fb-8417	
	striped	is a kind of	color	pattern						#809		3483-7c99-093c-e25c	
	strong beaks; sharp beaks	are a kind of		adaptation	for	catching prey				#1884		65e2-7649-725c-db72	
a	structure	is a kind of		feature						# Q 58		7dea-62b3-c169-a6bf	
a	student	is a kind of		human						# Q 132		3ed8-5fde-3b7b-6513	
a	submarine	is a kind of		object						#483		6759-1566-8f4d-4da2	
	sugar	is a kind of 	simple	carbohydrate								fa62-7076-3a48-59e3	
	sugar	is a kind of		food								d96d-6f08-5365-2084	
	sugar	is a kind of		solid						#762		d061-b761-db46-512d	
	sugar	is a kind of	pure	substance						#279		826e-4bd3-1390-0182	
	sulfur	is a kind of		mineral						#725		8de7-2eab-c43a-5f70	
	sulfur	is a kind of		element						# Q 2288		651d-a71f-a75e-84f7	
	summer	is a kind of		season								3f3f-f2cb-ae3d-f238	
the	Sun	is a kind of		star								af26-8083-b908-7d3b	
the	Sun	is a kind of		star							Dup. All uses replaced. 	7471-bdd9-0d81-87f4	
the	Sun	is a kind of		star							Dup. All uses replaced. 	734b-8a38-a99b-5341	
the	sun rising	is a kind of		event						#1062		5b3e-36e4-ab92-9468	
the	sun setting	is a kind of		event						#1062		9ed6-4e8f-abab-588b	
a	sunflower	is a kind of		plant						#1619		000b-8380-fb97-aee5	
	sunlight	is a kind of		light								49dc-4526-46f9-5b32	
	sunlight	is a kind of		solar energy								59d6-9954-ef5e-12b2	
	sunny	is a kind of		weather						#1810		16da-5361-a2eb-9264	
a	swamp	is a kind of		environment						# Q 1137		8aaf-28c3-9099-96b9	
	sweat	is a kind of		liquid						#2922		fd81-eac1-1adc-da97	
a	sweater	is a kind of		article of clothing						#2615		6c81-44cd-0b96-eddb	
	sweet	is a kind of		flavor						# Q 125		5c00-b065-93b2-b8b3	
the	swelling of bodily tissues	is a kind of		condition						#3134		7ebb-b2ef-dfe8-f005	
	swimming	is a kind of		skill						# Q 1590		03de-d7d0-b5a6-e027	
	syrup	is a kind of		liquid						#2051		7ab9-c401-de04-a804	
a	table	is a kind of		furniture						#790		8706-febe-af37-4bc4	
a	table	is a kind of		object						#264		268d-a671-9d83-031a	
a	tadpole	is a kind of	young; baby	frog								3596-66e7-97d6-0e9a	
a	tag	is a kind of		tool	for	monitoring an object's location				#1432		ce71-9833-2959-cb9d	
	talc	is a kind of		mineral						# Q 1952		7427-b4fb-4ccb-66bb	
a	tape measure	is a kind of		tool	for	measuring distance; measuring length						89ff-54de-77cf-9d13	
	taste	is a kind of		property								64a0-5e98-eead-e1aa	
	taste	is a kind of		sense								89d7-ec28-323f-ad68	
	taste	is a kind of		sense							Dup. All uses replaced. 	5dfe-9045-4afd-d365	
	tea	is a kind of		beverage								b906-1552-b7cb-0be1	
	tearing	is a kind of		damage						# Q 24		03cf-92e2-59ae-3b3a	
a	tectonic plate	is a kind of		object						#1318		73a5-fd93-9595-79df	
a	telephone	is a kind of		electrical device	for	communication						a2e1-8d32-c994-cd9c	
a	telephone	is a kind of		technology						#740		cdfd-1234-1b8c-b945	
a	telephone	is a kind of		tool								3b84-2ea8-db99-4f3b	
a	telescope	is a kind of	optical	instrument	for	observing celestial objects; observing the sky						55a5-70f3-961c-a142	
an	television set	is a kind of	electrical	device						# Q 1730		89ae-f520-fdbf-4c54	
	temperature	is a kind of		heat energy						incorrect -- synonyms	Moved Measurements	366a-ea76-9772-cd03	
	tension	is a kind of		force						#2835		37e6-54e4-1d3e-3ba2	
a	termite	is a kind of		insect						#808		ed80-15ae-c493-8ca6	
	texture	is a kind of		property							Moved to Properties-Generic	a8c3-0d59-ce83-f4c9	
	the shapes of the parts of something	are a kind of		property of that something						#598	Moved to Properties-Generic	4933-8cde-0c54-1767	
a	theory	is a kind of		scientific term						#Q 2201		bc73-cebe-d7eb-4b39	
a	theory	is a kind of		idea				that has been tested and supported by results repeatedly		#3081		b218-f432-47bc-5967	
	thermal gloves	are a kind of	safety	gear						#1823		6f96-bf9c-7fa5-2340	
a	thermometer	is a kind of		instrument	for	measuring temperature						1296-2edb-a443-10d1	
a	thorn	is a kind of		object						#2127		ae87-8deb-5a31-1c69	
	throat tissue	is a kind of	bodily	tissue						#3134		eaa0-f52c-974e-0416	
	thunder	is a kind of		sound								b7ba-f45b-5ed8-9205	
a	thunderstorm	is a kind of		storm								ed1d-c1cf-76c9-eed3	
	tidal energy	is a kind of	alternative	energy resource						#2189		ce51-5349-0ca9-75bc	
a	tide	is a kind of	natural	event						#1007		7c75-71b3-613b-1ebe	
a	tiger	is a kind of		animal						#809		e13e-7a37-14b2-8e23	
a	tire	is a kind of		object								02c9-a481-d0f4-91e2	
	tissue	is a kind of		group of cells with a common structure				that work together to perform a similar function		#2669		54c4-5bd6-ab7c-c44d	
	to be a vehicle for	is a kind of		function						# Q 604		8a7c-8cdf-1a2d-225e	
	to wash away	is a kind of		movement			by moving water			#290		c41d-ddb3-ef96-b433	
a	toaster	is a kind of	electrical	device						#1383		50a8-996b-b8bf-e107	
	toasting	is a kind of		cooking						#1383		4fbb-49e2-aba5-690d	
a	tomato plant	is a kind of		plant						# Q 2489		929a-8430-6ff0-efa2	
a	tool	is a kind of		object						#1061		75de-7e0e-d204-6ec0	
a	tooth	is a kind of		bone						#1384		dd90-d920-81f6-416c	
a	tornado	is a kind of		weather								a1aa-f4ab-8332-157d	
	touch	is a kind of		sense								e0fe-14d9-9d28-87bb	
	toward	is a kind of		direction						#1642		3599-03b4-9c23-4b8f	
a	towel	is a kind of		object						# Q 2462		92af-a02b-e740-ac25	
	transfer	is a kind of		process						#1482		7b18-e422-e212-d376	
	transpiration	is a kind of		process				of the water cycle		# Q 230 MOVE TO STAGE-IN PROCESS	SW 7893-9c24-3199-bd03	9974-bcb8-7899-2ae4	
	transportation technology	is a kind of		system	for	moving people and products				#2302		dad5-b201-ab07-ee6f	
	transporting	is a kind of		function						# Q 1943		6de6-2fbd-0113-0492	
	transporting materials through a plant	is a kind of		function						#2173		ec54-dc25-4e1a-18c7	
	transporting nutrients, water, and minerals	is a kind of		function						#1302		46cd-dec2-14f6-b382	
a	tree	is a kind of		living thing								7e6a-bb5a-c31e-85f2	
a	tree	is a kind of		matter						too specific? (should traverse taxonomy?)		0340-14ae-a023-ac50	
a	tree	is a kind of		plant								0d3a-8739-9f42-5e1c	
a	tree frog	is a kind of		animal								1c1c-9c8d-bd03-dfea	
	trees	are a kind of		renewable resource							Moved to PROP-RESOURCES-RENEWABLE	8803-e262-cbe2-c8e1	
	trees	are a kind of		resource								e818-cf4a-2d3a-c8c6	
a	tricep	is a kind of		muscle						#3337		ae3c-5619-87e5-72a2	
a	trilobite	is a kind of	water	animal						#1454		2ac7-87be-4297-8014	
	trisomy 16	is a kind of	genetic	condition						#2846		a66a-b1d1-3665-e82e	
	trout	is a kind of		fish								ac16-c85f-55f1-0725	
a	tube	is a kind of		hollow object						incorrect -- property/attribute/value?  (hollow vs solid?)		90e6-7cf1-f97e-8519	
	tuna	is a kind of		fish								402e-1817-1d04-e00f	
the	tundra	is a kind of		environment						#845		51f0-0d35-bbcf-e84c	
	tungsten	is a kind of		metal								d85c-6167-112d-92ae	
a	tunnel	is a kind of		hole						#1346		0456-0148-2518-a48e	
	turning on	is a kind of		process						#1293		d3a2-7e30-c0fc-2ec5	
a	turtle	is a kind of		animal						#406		964f-3c67-13dd-a443	
a	turtle	is a kind of		reptile						#2084		63f8-0c28-2691-5e74	
	tying back long hair	is a kind of	safe	practice				in a laboratory		#1069 MOVE TO EXAMPLE	SW a405-d37d-53a6-ba4b	f873-b72a-39bf-0deb	
a	type of something	is a kind of		property				of that something		#2055		3bc7-74c9-307f-6f56	
	ultraviolet light	is a kind of		light						# Q 2412		1e89-96d1-bdf8-204e	
	ultraviolet light	is a kind of		electromagnetic energy						#2677		77fe-a033-6d3d-fc95	
a	unit for measuring time	is a kind of		time interval						#1007		70e8-113c-aa13-7a72	
the	United States	is a kind of		country						#1885		0a04-e1b0-44ed-652d	
the	United States of America	is a kind of		location						#336		664b-4f0e-914c-f410	
	upward	is a kind of		direction						#3121		f812-6a9e-6359-6c72	
a	user	is a kind of		person						#1054		d038-d316-c727-61e8	
a	utensil	is a kind of		tool	for	eating				#2934		6bc9-ed15-95c1-fe56	
the	uterus	is a kind of		organ						# Q 2417		fd81-8c60-276e-1c7e	
	UV light	is a kind of		light						# Q 1901		d9ca-e581-1fad-e095	
a	vacuole	is a kind of		organelle						#2324		09da-39de-4c9a-1f03	
	valley quail	are a kind of		quail						# Q 82		82fa-e7a4-1da6-7ae5	
	variability of shape; variability of volume	is a kind of	physical	property								f926-954b-1f50-2b3b	
a	vegetable	is a kind of		plant						# Q 940		6755-3424-c45b-3c9c	
a	vegetable	is a kind of		food						# Q 2740		a1de-c964-98ac-1e1f	
a	vehicle	is a kind of		object						# Q 310		d047-715f-550d-3eaa	
a	vehicle	is a kind of		tool	for	travel; transport				#771		2b96-b294-3abb-3f9b	
	Venus	is a kind of		planet						#3303		73aa-f84a-b42e-53b3	
	vibration	is a kind of		motion								84cd-6cd8-331b-f869	
a	vine	is a kind of		stem						# Q 1556		98fe-58e0-bbf4-c401	
a	vine	is a kind of		plant						# Q 2550		174d-d121-be75-8515	
	vinegar	is a kind of		liquid						#1091		1ba7-86f9-9cab-21f4	
a	volcanic eruption	is a kind of		change						#1348		b5e9-24c9-bf9a-095f	
a	volcanic eruption	is a kind of	quick	process						#788		ba5a-219b-b187-3b98	
a	volcano eruption	is a kind of	geological	event						# Q 2515		560c-c53b-6854-d927	
a	volcano	is a kind of		landform						#3153		2d3e-9146-f53c-3c20	
	volvox	is a kind of		protist						#3060		8e5d-46f8-0a0f-442a	
	volvox	is a kind of	bi-flagellate	autotroph						#3060 PROPTHING	SW ad5a-6138-06c3-b5ed	a8f0-25f9-4eb2-8fba	
a	wagon	is a kind of		vehicle								1022-5edd-48da-fd5a	
	walking	is a kind of		behavior						# Q 622		2323-a1bc-b57d-4a0c	
	walking	is a kind of		motion								8848-4ca5-92b5-6607	
a	wall	is a kind of		object						#2195		711b-f9b6-6a97-e3c5	
a	wall	is a kind of		surface						#1211		3fe8-0138-a901-b730	
a	walrus	is a kind of	sea	mammal						# Q 968		4df6-1a70-4364-cd87	
a	waning crescent	is a kind of		phase of the moon						# Q 676		ad73-5c93-32aa-6f1f	
a	waning gibbous	is a kind of		phase of the moon						# Q 676		c5a9-9966-e1ba-9643	
a	wasp	is a kind of		insect						#2024		5a35-133a-dcf9-2e06	
	water	is a kind of		liquid				at room temperature				3961-d09c-4b9a-a6f7	
	water	is a kind of		matter						too specific? (should traverse taxonomy?)	SW 81b7-0a58-5b0b-0bbf 3395-b5a2-ae2d-39c2	fece-0edb-14bf-0a34	
	water	is a kind of		medium	for	light						1505-53ee-1d64-b11d	
	water	is a kind of		natural resource								1c04-5228-7c5d-ab8a	
	water	is a kind of		object								533c-79f7-8267-e271	
	water	is a kind of		substance						# Q 82		81b7-0a58-5b0b-0bbf	
	water	is a kind of	nonliving	thing						#559		2e1a-7f43-2f56-54a8	
	water	is a kind of		compound						# Q 2225		9c5e-a6ea-6e77-4f1e	
a	water lily	is a kind of	green	plant								1869-0d26-040c-9a3d	
a	water tower	is a kind of		habitat	for birds					#1689		892b-d4f7-9599-791b	
a	wave	is a kind of		object						#3299		e62c-c2ab-1bb8-f127	
	waving	is a kind of		motion						# Q 1563		78ff-b0b7-b1c5-5536	
	wax	is a kind of		electrical insulator							Moved to Prop-Conductivity	a0ab-5919-c5e1-2df1	
a	waxing crescent	is a kind of		phase of the moon						# Q 676		9dd7-2ee2-44ed-2a08	
a	waxing gibbous	is a kind of		phase of the moon						# Q 676		59a8-0777-9606-d6a2	
	wearing safety goggles	is a kind of	safe	practice				in a laboratory		#1069		ab25-5770-3344-605e	
	weathering	is a kind of		erosion						#362		1272-6781-b4fb-96ab	
	weathering	is a kind of	geologic	process								b9ee-1aa0-8736-13c8	
	weed	is a kind of		plant						#1237		9ebc-df4f-9e45-4e81	
	weight	is a kind of		property						#882		5720-208c-fea0-628e	
a	weight	is a kind of		object						#2334		0d30-e95c-b29a-8b17	
a	Western coral snake	is a kind of		snake						#554		2b58-eef0-ced3-1aa1	
the	Western Hemisphere	is a kind of		hemisphere				of Earth		# Q 2149		f3ad-4a87-c0a1-f77e	
a	wetland	is a kind of		ecosystem								426c-6ee0-9023-3cca	
a	wetland	is a kind of		habitat								a841-6cf9-a034-f5a7	
a	whale 	is a kind of		mammal						# Q 2460		2fdc-51e1-3226-2f73	
a	whale shark	is a kind of		shark						#366		f8c1-7c98-7ff9-89ad	
	what an object is made of	is a kind of		characteristic						#2964		74e6-d40d-c18c-2aee	
a	wheel	is a kind of		object						#2604		9a4c-d676-bb0b-b60f	
a	wheel and axle	is a kind of	simple	machine						#743		a6c8-8725-3c2d-60a7	
	white	is a kind of		color								12c9-e2b2-25cd-65c6	
a	wildfire	is a kind of	natural	disaster						#816		b20b-f9ca-a6c1-68e6	
a	wildflower	is a kind of		flower						#3329		ec9f-4f95-1610-56fd	
	wind	is a kind of		renewable resource							Moved to PROP-RESOURCES-RENEWABLE	c787-56c3-ff8c-1b86	
a	wind turbine	is a kind of		windmill						# Q 2224		39f5-f605-2483-a467	
a	window	is a kind of		object								7747-2a9d-897d-f11c	
a	windshield wiper	is a kind of		tool	for	increasing visibility		while driving in bad weather		#2092		e6c0-2039-84cd-c6dd	
	winter	is a kind of		season								633c-3fd4-7320-00cf	
	wiping up spills immediately	is a kind of	safe	practice				in a laboratory		#1069		4197-9c0b-9863-629e	
a	wire	is a kind of		object 						# Q 451		d576-0ead-0543-9136	
a	wire	is a kind of		path	for	electricity				# Q 1739		07e7-551b-7ffc-6aa5	
a	wolf	is a kind of		animal						# Q 633		9727-5f85-da9b-f759	
	wood	is a kind of		electrical insulator							Moved to Prop-Conductivity	1cf8-b38e-f9e9-8f03	
	wood	is a kind of	natural	material						#790		2b35-1f1c-4f5d-e8e9	
	wood	is a kind of		object						#827		7969-9020-bfa6-c54c	
	wood	is a kind of		renewable resource						# Q 448	Moved to PROP-RESOURCES-RENEWABLE	487e-9180-917f-c1b5	
	wood	is a kind of		resource						# Q 2274		9cbc-6e21-13d2-cfb2	
a	woodpecker	is a kind of		bird						#2071		58d8-a151-b408-ed86	
	words; letters	are a kind of		object						# Q 86, ? 	Low quality? No uses.	ff50-3550-30a2-d8fa	
	work	is a kind of		place						#2038		2024-1639-fb8a-1568	
a	worm	is a kind of		animal								9d7a-3ad1-561c-deae	
a	worm	is a kind of		living thing								1c66-2f7c-2b52-0b37	
a	worm	is a kind of		decomposer						#2307		536d-be19-634d-21da	
an	x ray	is a kind of		electromagnetic wave						#2677		140a-47aa-2dd9-c2d5	
	years	are a kind of		unit	for	measuring time						406d-464a-cfa5-7b67	
a	yeast cell	is a kind of	single cell	organism						#1337		7d5f-5e63-dd7d-4096	
	yellow	is a kind of		color								8248-ae54-9660-d22c	
	yogurt	is a kind of		food						#2600		5d08-d9dc-89dd-ab9d	
a	zebra	is a kind of		animal						#2950		5ba8-be09-ebaf-827a	
	zinc	is a kind of		metal						# Q 65		e29c-2800-f9a7-6195	
	zinc	is a kind of		mineral						#1664		77ce-37b8-e09b-f59f	
a	zygote	is a kind of	fertilized	ovum; egg						#3061		b5d0-6bc6-51de-d3a9	
	indigo	is a kind of		color								77ef-35d4-f014-6352	
	windy	is a kind of		weather						#5010		4a45-ec2d-dbc9-2a63	
	cloudy	is a kind of 		weather						#5010		1835-363a-1479-1957	
	rainy	is a kind of		weather						#5010		9d3a-47fc-7df1-dad0	
	cold	is a kind of		weather						#5010		47ab-3d4f-c0cd-cdd2	
	being able to read	is a kind of		skill						#5057		1c45-7385-1ab3-86fc	
a	rattle	is a kind of		object								55e5-2e6e-d22b-555a	
a	nebula	is a kind of		celestial body; celestial object						#5462		83c7-6836-72bb-6ea4	
	abrasion	is a kind of		weathering						#5466		71af-befa-172b-9cab	
	condensing	is a kind of 		phase change								e2ac-16b6-eb78-880e	
	sublimation	is a kind of 		phase change								1721-3bf5-93e8-fa22	
	desublimation	is a kind of 		phase change								8125-bd69-c454-cf63	
	freezing	is a kind of 		exothermic process						#7288		0181-eda9-fcbe-d0b5	
	crystal	is a kind of 		solid						#7291		4acb-17c6-83f2-2829	
a	potato	is a kind of		food								60a0-c43d-b512-3540	
a	door	is a kind of		object								e0fd-76b8-3a92-3b10	
a	room	is a kind of		object								260e-fab8-c411-4312	
a	cafeteria	is a kind of		room								45f4-6460-814e-80cb	
	salt water	is a kind of		solution								e99c-8638-3be1-1fd4	
	sugar water	is a kind of		solution								19b4-90e8-2af4-73ec	
a	toy car	is a kind of		object								4f86-9f32-f5ab-f744	
	propane;C_{3}H_{8}	is a kind of		gas				at room temperature				eca6-0601-beb4-d425	
	combustibility	is a kind of 	chemical	property								aef8-bb04-9f18-8bdd	
	milk	is a kind of		liquid				at room temperature				0412-1219-6683-82d1	
	playing a musical instrument	is a kind of		skill								381c-f9e7-b2be-bb8d	
	nickel	is a kind of		metal								b9cc-677a-5ae7-0e65	
	argon	is a kind of		gas								7e95-aa4d-92bd-7c26	
	bending	is a kind of		change of shape								6538-3e47-d96d-625b	
a	hose	is a kind of		object								52f9-a35f-ac18-54c4	
	boiling point	is a kind of	physical	property								357e-a596-31bf-15a2	
	panda	is a kind of		animal								775e-3dd4-1162-0e2e	
	toad	is a kind of		animal								c48a-6281-7aa1-907d	
	alleles	is a kind of	alternative forms of	a gene						move to SYNONYM. 	SW 34b7-7736-1801-dc56	f84b-dd9e-6d0d-756f	
